index,query,reference_answer,true_topic,topic_for_routing,true_topic_source,topic_accuracy_eligible,predicted_topic,prediction_source,topic_correct,method,topic_source,routing_topic,bm25_weight,dense_weight,graph_profile,adaptation_target,strict_chunk_recall@5,strict_chunk_ndcg@5,strict_chunk_mrr@5,document_recall@5,document_ndcg@5,document_mrr@5,page_window_recall@5,faithfulness,answer_relevance,citation_correctness,citation_hit_rate,latency_ms,soft_Recall@5,max_soft_relevance,retrieval_signature,top_candidate_ids,gold_relevant_chunk_ids,gold_relevant_document_ids,gold_relevant_pages,answer_preview,retrieval_type,template_used,graph_hit_count,blended_chunk_count,weight_control_status,weight_attributes_updated,using_graphrag_executor,graph_db_ready,graph_node_count,run_mode,evaluation_status,eval_source,topic_accuracy_basis,peft_qlora_mode,composite_score
4,energy advisors accused commercial interests jeopardizing trusting relationship simplify information gathering planning process,"The answer should say that participants wanted support to simplify information gathering and planning, and that energy advisors could provide independent advice. It should also mention that perceived commercial interests can jeopardize a trusting relationship.",policy_governance,policy_governance,gold,True,technology_innovation,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.35,0.65,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,0.8503449055347546,1.0,1.0,0.75,0.7473,1.0,1.0,8460.0,1.0,1.0,chunk039454 > chunk020520 > chunk000002 > chunk000354 > chunk039457,chunk_039454;scheller_2021_stakeholder_dynamics_residential_solar_energy_adoption_findings_focus_2104_14240v1;hybrid || chunk_020520;kabeyi_2022_sustainable_energy_transition_renewable_low_carbon_grid_electricity_w4220773259;hybrid || chunk_000002;cuzzolin_2023_reasoning_random_sets_agenda_future_2401_09435v1;graph,['chunk_039454'],['scheller_2021_stakeholder_dynamics_residential_solar_energy_adoption_findings_focus_2104_14240v1'],[19],"Energy advisors have been identified as potential change agents who could simplify information gathering and support the planning process for stakeholders (Scheller et al., 2021, p. 19). However, some participants have accused these advisors of havin",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.35,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.347644905534755
5,offertilisers explosives ammoniahasbeen geo-political efficie sincethen decisive carbon-free borders intermittency Haber-Bosch ammonia,"The answer should explain that ammonia has historically been important for fertilisers and other uses, and that carbon-free ammonia depends on improved water electrolysis efficiency and small-scale production systems that can align with the intermittency and geographic isolation of renewable generation.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.0,0.6769,0.6275,1.0,1.0,4578.0,1.0,1.0,chunk035742 > chunk048106 > chunk035734 > chunk019960 > chunk027770,chunk_035742;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid || chunk_048106;sovacool_2021_climate_change_industrial_f_gases_critical_systematic_review_w3132315939;hybrid || chunk_035734;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid,['chunk_035742'],['smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658'],[2],"Since the Haber-Bosch process was first introduced, ammonia has been extensively used in the manufacture of fertilisers, which has enabled significant global population growth (Smith et al., 2019, p. 2). Its application in explosives has also been de",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.35->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.224120789148188
5,offertilisers explosives ammoniahasbeen geo-political efficie sincethen decisive carbon-free borders intermittency Haber-Bosch ammonia,"The answer should explain that ammonia has historically been important for fertilisers and other uses, and that carbon-free ammonia depends on improved water electrolysis efficiency and small-scale production systems that can align with the intermittency and geographic isolation of renewable generation.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,topic_gated_graphrag,river,technology_innovation,0.45,0.55,technology_solution_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.0,0.6769,0.6275,1.0,1.0,2978.0,1.0,1.0,chunk035742 > chunk048106 > chunk035734 > chunk019960 > chunk027770,chunk_035742;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid || chunk_048106;sovacool_2021_climate_change_industrial_f_gases_critical_systematic_review_w3132315939;hybrid || chunk_035734;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid,['chunk_035742'],['smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658'],[2],"Since the Haber-Bosch process was first introduced, ammonia has been extensively used in the manufacture of fertilisers, which has enabled significant global population growth (Smith et al., 2019, p. 2). Its application in explosives has also been de",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.45,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.224120789148188
5,offertilisers explosives ammoniahasbeen geo-political efficie sincethen decisive carbon-free borders intermittency Haber-Bosch ammonia,"The answer should explain that ammonia has historically been important for fertilisers and other uses, and that carbon-free ammonia depends on improved water electrolysis efficiency and small-scale production systems that can align with the intermittency and geographic isolation of renewable generation.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.3,0.7,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,0.9197207891481876,1.0,1.0,0.6769,0.6275,1.0,1.0,5206.0,1.0,1.0,chunk035742 > chunk048106 > chunk035734 > chunk019960 > chunk027770,chunk_035742;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid || chunk_048106;sovacool_2021_climate_change_industrial_f_gases_critical_systematic_review_w3132315939;hybrid || chunk_035734;smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658;hybrid,['chunk_035742'],['smith_2019_current_future_role_haber_bosch_ammonia_carbon_free_w2998496658'],[2],"Since the Haber-Bosch process was first introduced, ammonia has been extensively used in the manufacture of fertilisers, which has enabled significant global population growth (Smith et al., 2019, p. 2). Its application in explosives has also been de",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.3,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.224120789148188
6,resilience conflate structure function socio-technical transition management Stirling problematic social-ecological systems,"The answer should say that resilience becomes problematic when definitions conflate structure and function. It should distinguish whether the object of resilience is preserving existing structure or maintaining desired function, and relate this to socio-technical transition management debates.",adaptation,adaptation,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,0.8372,0.7266,1.0,1.0,4434.0,1.0,1.0,chunk021229 > chunk021245 > chunk021244 > chunk021253 > chunk021230,chunk_021229;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021245;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021244;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid,['chunk_021253'],['smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339'],[4],"According to Smith and Stirling (2010, p. 4), critical questions arise regarding whether the object of resilience is structure or function, as an emphasis on structure can sometimes undermine the functions being sought. Definitions of resilience that",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.3->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.5638000000000005
6,resilience conflate structure function socio-technical transition management Stirling problematic social-ecological systems,"The answer should say that resilience becomes problematic when definitions conflate structure and function. It should distinguish whether the object of resilience is preserving existing structure or maintaining desired function, and relate this to socio-technical transition management debates.",adaptation,adaptation,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,0.8372,0.7266,1.0,1.0,2456.0,1.0,1.0,chunk021229 > chunk021245 > chunk021244 > chunk021253 > chunk021230,chunk_021229;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021245;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021244;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid,['chunk_021253'],['smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339'],[4],"According to Smith and Stirling (2010, p. 4), critical questions arise regarding whether the object of resilience is structure or function, as an emphasis on structure can sometimes undermine the functions being sought. Definitions of resilience that",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.5638000000000005
6,resilience conflate structure function socio-technical transition management Stirling problematic social-ecological systems,"The answer should say that resilience becomes problematic when definitions conflate structure and function. It should distinguish whether the object of resilience is preserving existing structure or maintaining desired function, and relate this to socio-technical transition management debates.",adaptation,adaptation,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.5,0.5,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,1.0,0.43067655807339306,0.25,1.0,1.0,1.0,1.0,0.8372,0.7266,1.0,1.0,1979.0,1.0,1.0,chunk021229 > chunk021245 > chunk021244 > chunk021253 > chunk021230,chunk_021229;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021245;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid || chunk_021244;smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339;hybrid,['chunk_021253'],['smith_2010_politics_social_ecological_resilience_sustainable_socio_technical_transitions_w1788156339'],[4],"According to Smith and Stirling (2010, p. 4), critical questions arise regarding whether the object of resilience is structure or function, as an emphasis on structure can sometimes undermine the functions being sought. Definitions of resilience that",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.5638000000000005
7,climate warming cereal crops phenological phases shortened assimilate CO2 yield reduction heat drought salinity northwest,"The answer should state that warming brings heat, drought, and salinity stresses, causes cereal phenological events to occur earlier, shortens growth phases, gives plants less time to assimilate CO2, and contributes to yield reduction and food-security risk.",climate_science,climate_science,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5972,0.5788,1.0,1.0,6057.0,1.0,0.303,chunk006681 > chunk006710 > chunk006664 > chunk006686 > chunk006721,chunk_006681;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006710;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006664;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid,['chunk_006718'],['fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424'],[12],"Climate warming causes cereal crop phenological phases to shorten, which leads to a reduction in crop yields due to the sensitivity of grain production to the accumulation of heat units (Fatima et al., 2020, p. 9). This yield decline is driven by the",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.176
7,climate warming cereal crops phenological phases shortened assimilate CO2 yield reduction heat drought salinity northwest,"The answer should state that warming brings heat, drought, and salinity stresses, causes cereal phenological events to occur earlier, shortens growth phases, gives plants less time to assimilate CO2, and contributes to yield reduction and food-security risk.",climate_science,climate_science,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5972,0.5788,1.0,1.0,4260.0,1.0,0.303,chunk006681 > chunk006710 > chunk006664 > chunk006686 > chunk006721,chunk_006681;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006710;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006664;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid,['chunk_006718'],['fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424'],[12],"Climate warming causes cereal crop phenological phases to shorten, which leads to a reduction in crop yields due to the sensitivity of grain production to the accumulation of heat units (Fatima et al., 2020, p. 9). This yield decline is driven by the",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.176
7,climate warming cereal crops phenological phases shortened assimilate CO2 yield reduction heat drought salinity northwest,"The answer should state that warming brings heat, drought, and salinity stresses, causes cereal phenological events to occur earlier, shortens growth phases, gives plants less time to assimilate CO2, and contributes to yield reduction and food-security risk.",climate_science,climate_science,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.45,0.55,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5972,0.5788,1.0,1.0,10046.0,1.0,0.303,chunk006681 > chunk006710 > chunk006664 > chunk006686 > chunk006721,chunk_006681;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006710;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid || chunk_006664;fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424;hybrid,['chunk_006718'],['fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424'],[12],"Climate warming causes cereal crop phenological phases to shorten, which leads to a reduction in crop yields due to the sensitivity of grain production to the accumulation of heat units (Fatima et al., 2020, p. 9). This yield decline is driven by the",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.45,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.176
8,halving bullet liquefied silver raising undergone decarbonise paradigm offering decarbonisation shipping LNG methane emissions,"The answer should say there is no silver-bullet solution; halving shipping carbon emissions requires multiple options such as new fuels, efficiency improvements, and demand reduction. It should mention that LNG can reduce air-quality impacts and direct CO2 but methane emissions reduce the greenhouse-gas benefit.",mitigation,mitigation,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,0.8133,0.5226,1.0,1.0,4793.0,1.0,1.0,chunk033151 > chunk033119 > chunk033148 > chunk033130 > chunk033162,chunk_033151;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033119;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033148;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid,['chunk_033119'],['balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991'],[4],"There is no ""silver bullet"" solution for the decarbonisation of international shipping, and achieving a 50% reduction in greenhouse gas emissions will likely require a combination of new fuel sources, increased operational efficiencies, and reduced d",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.3359
8,halving bullet liquefied silver raising undergone decarbonise paradigm offering decarbonisation shipping LNG methane emissions,"The answer should say there is no silver-bullet solution; halving shipping carbon emissions requires multiple options such as new fuels, efficiency improvements, and demand reduction. It should mention that LNG can reduce air-quality impacts and direct CO2 but methane emissions reduce the greenhouse-gas benefit.",mitigation,mitigation,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,0.8133,0.5226,1.0,1.0,2508.0,1.0,1.0,chunk033151 > chunk033119 > chunk033148 > chunk033130 > chunk033162,chunk_033151;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033119;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033148;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid,['chunk_033119'],['balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991'],[4],"There is no ""silver bullet"" solution for the decarbonisation of international shipping, and achieving a 50% reduction in greenhouse gas emissions will likely require a combination of new fuel sources, increased operational efficiencies, and reduced d",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.3359
8,halving bullet liquefied silver raising undergone decarbonise paradigm offering decarbonisation shipping LNG methane emissions,"The answer should say there is no silver-bullet solution; halving shipping carbon emissions requires multiple options such as new fuels, efficiency improvements, and demand reduction. It should mention that LNG can reduce air-quality impacts and direct CO2 but methane emissions reduce the greenhouse-gas benefit.",mitigation,mitigation,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.4,0.6,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,1.0,0.6309297535714575,0.5,1.0,1.0,1.0,1.0,0.8133,0.5226,1.0,1.0,3240.0,1.0,1.0,chunk033151 > chunk033119 > chunk033148 > chunk033130 > chunk033162,chunk_033151;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033119;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid || chunk_033148;balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991;hybrid,['chunk_033119'],['balcombe_2019_how_decarbonise_international_shipping_options_fuels_technologies_policies_w2906683991'],[4],"There is no ""silver bullet"" solution for the decarbonisation of international shipping, and achieving a 50% reduction in greenhouse gas emissions will likely require a combination of new fuel sources, increased operational efficiencies, and reduced d",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.4,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.3359
9,AMOC rate-induced oscillatory bifurcations freshwater perturbations lower branch tipping instability solely determined,"The answer should explain that AMOC tipping can depend on the rate and shape of freshwater perturbations, not only the total amount added. Shorter, more intense perturbations can be more effective at inducing tipping onto a lower branch.",climate_science,climate_science,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,0.38685280723454163,0.2,1.0,0.9469024295259745,1.0,1.0,0.5556,0.8504,1.0,1.0,4861.0,1.0,1.0,chunk036514 > chunk036521 > chunk001992 > chunk000001 > chunk036501,chunk_036514;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_036521;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_001992;ross_2019_designing_materials_electrochemical_carbon_dioxide_recycling_w2954959763;graph,['chunk_036501'],['alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2'],[17],"Research indicates that AMOC tipping in response to freshwater perturbations is not solely determined by the total amount of freshwater added (Alkhayuon et al., 2019, p. 17). Instead, the rate of the perturbation plays a critical role, as shorter and",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.4->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.352902429525974
9,AMOC rate-induced oscillatory bifurcations freshwater perturbations lower branch tipping instability solely determined,"The answer should explain that AMOC tipping can depend on the rate and shape of freshwater perturbations, not only the total amount added. Shorter, more intense perturbations can be more effective at inducing tipping onto a lower branch.",climate_science,climate_science,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,1.0,0.38685280723454163,0.2,1.0,0.9469024295259745,1.0,1.0,0.5556,0.8504,1.0,1.0,6736.0,1.0,1.0,chunk036514 > chunk036521 > chunk001992 > chunk000001 > chunk036501,chunk_036514;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_036521;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_001992;ross_2019_designing_materials_electrochemical_carbon_dioxide_recycling_w2954959763;graph,['chunk_036501'],['alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2'],[17],"Research indicates that AMOC tipping in response to freshwater perturbations is not solely determined by the total amount of freshwater added (Alkhayuon et al., 2019, p. 17). Instead, the rate of the perturbation plays a critical role, as shorter and",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.352902429525974
