index,query,reference_answer,true_topic,topic_for_routing,true_topic_source,topic_accuracy_eligible,predicted_topic,prediction_source,topic_correct,method,topic_source,routing_topic,bm25_weight,dense_weight,graph_profile,adaptation_target,strict_chunk_recall@5,strict_chunk_ndcg@5,strict_chunk_mrr@5,document_recall@5,document_ndcg@5,document_mrr@5,page_window_recall@5,faithfulness,answer_relevance,citation_correctness,citation_hit_rate,latency_ms,soft_Recall@5,max_soft_relevance,retrieval_signature,top_candidate_ids,gold_relevant_chunk_ids,gold_relevant_document_ids,gold_relevant_pages,answer_preview,retrieval_type,template_used,graph_hit_count,blended_chunk_count,weight_control_status,weight_attributes_updated,using_graphrag_executor,graph_db_ready,graph_node_count,run_mode,evaluation_status,eval_source,topic_accuracy_basis,peft_qlora_mode,composite_score
9,AMOC rate-induced oscillatory bifurcations freshwater perturbations lower branch tipping instability solely determined,"The answer should explain that AMOC tipping can depend on the rate and shape of freshwater perturbations, not only the total amount added. Shorter, more intense perturbations can be more effective at inducing tipping onto a lower branch.",climate_science,climate_science,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.35,0.65,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,1.0,0.38685280723454163,0.2,1.0,0.9469024295259745,1.0,1.0,0.5556,0.8504,1.0,1.0,4114.0,1.0,1.0,chunk036514 > chunk036521 > chunk001992 > chunk000001 > chunk036501,chunk_036514;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_036521;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_001992;ross_2019_designing_materials_electrochemical_carbon_dioxide_recycling_w2954959763;graph,['chunk_036501'],['alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2'],[17],"Research indicates that AMOC tipping in response to freshwater perturbations is not solely determined by the total amount of freshwater added (Alkhayuon et al., 2019, p. 17). Instead, the rate of the perturbation plays a critical role, as shorter and",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.35,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.352902429525974
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342,0.5857,0.0,1.0,12147.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.35->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,1.1199
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,topic_gated_graphrag,river,mitigation,0.55,0.45,emissions_policy_evidence,BM25/dense weights + graph profile signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342,0.5857,0.0,1.0,7509.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.55,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,1.1199
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,mitigation,0.5,0.5,emissions_policy_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342,0.5857,0.0,1.0,6410.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.55->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,1.1199
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.381,0.3683,1.0,1.0,6309.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, such as the 2.6 to 6 W/m² range, by applying different degrees of greenhouse gas mitigation policies (Riahi et al., 2011, p. 1). I",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.7493
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,topic_gated_graphrag,river,technology_innovation,0.45,0.55,technology_solution_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.381,0.3683,1.0,1.0,3752.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, such as the 2.6 to 6 W/m² range, by applying different degrees of greenhouse gas mitigation policies (Riahi et al., 2011, p. 1). I",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.45,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.7493
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.25,0.75,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.381,0.3683,1.0,1.0,2302.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, such as the 2.6 to 6 W/m² range, by applying different degrees of greenhouse gas mitigation policies (Riahi et al., 2011, p. 1). I",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.25,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,6.7493
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,0.6309297535714575,0.5,1.0,0.9469024295259745,1.0,1.0,0.7468,0.7162,1.0,1.0,9578.0,1.0,1.0,chunk045099 > chunk045100 > chunk024759 > chunk024760 > chunk045098,chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"Economic investment choices made during the post-COVID-19 recovery will significantly influence the global warming trajectory by mid-century (Forster et al., 2020, p. 6). While reductions in short-lived pollutants like SO2 cause warming by weakening ",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.25->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.4099024295259746
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,topic_gated_graphrag,river,mitigation,0.55,0.45,emissions_policy_evidence,BM25/dense weights + graph profile signal,1.0,0.6309297535714575,0.5,1.0,0.9469024295259745,1.0,1.0,0.7468,0.7162,1.0,1.0,5579.0,1.0,1.0,chunk045099 > chunk045100 > chunk024759 > chunk024760 > chunk045098,chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"Economic investment choices made during the post-COVID-19 recovery will significantly influence the global warming trajectory by mid-century (Forster et al., 2020, p. 6). While reductions in short-lived pollutants like SO2 cause warming by weakening ",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.55,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.4099024295259746
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,mitigation,0.45,0.55,emissions_policy_evidence,BM25/dense weights; graph profile logged if supported,1.0,0.6309297535714575,0.5,1.0,0.9469024295259745,1.0,1.0,0.7468,0.7162,1.0,1.0,3975.0,1.0,1.0,chunk045099 > chunk045100 > chunk024759 > chunk024760 > chunk045098,chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"Economic investment choices made during the post-COVID-19 recovery will significantly influence the global warming trajectory by mid-century (Forster et al., 2020, p. 6). While reductions in short-lived pollutants like SO2 cause warming by weakening ",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.55->0.45,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.4099024295259746
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6351,0.8115,1.0,1.0,7763.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;hybrid || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"The commercialization of lithium metal batteries has been hindered by challenges including low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring str",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.446599999999999
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,topic_gated_graphrag,river,technology_innovation,0.45,0.55,technology_solution_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6351,0.8115,1.0,1.0,4878.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;hybrid || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"The commercialization of lithium metal batteries has been hindered by challenges including low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring str",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.45,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.446599999999999
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.2,0.8,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6351,0.8115,1.0,1.0,7985.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;hybrid || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"The commercialization of lithium metal batteries has been hindered by challenges including low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring str",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.2,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,7.446599999999999
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3729,0.665,1.0,1.0,5912.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their smaller size (up to 20nm) allowing them to penetrate plant cell walls to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered environmen",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.2->0.5,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,5.23132640361727
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3729,0.665,1.0,1.0,3021.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their smaller size (up to 20nm) allowing them to penetrate plant cell walls to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered environmen",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,5.23132640361727
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.3,0.7,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3729,0.665,1.0,1.0,5431.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their smaller size (up to 20nm) allowing them to penetrate plant cell walls to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered environmen",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.3,True,True,541,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,available_compared,5.23132640361727
