index,query,actual_topic,predicted_topic,correct,cumulative_accuracy,rolling_accuracy,drift_alert,phase
409,which climate policies address renewable energy targets for the project report,mitigation,policy_governance,FALSE,0.7702,0.02,FALSE,concept_drift
410,what mitigation actions reduce fossil fuel dependence focusing on finance,policy_governance,mitigation,FALSE,0.7683,0.02,FALSE,concept_drift
411,show evidence about disaster risk reduction and resilience focusing on UAE consensus,uae_cop28,adaptation,FALSE,0.7664,0.02,FALSE,concept_drift
412,what technologies support carbon capture and storage focusing on models,climate_science,technology_innovation,FALSE,0.7646,0.02,FALSE,concept_drift
413,retrieve climate evidence for what evidence discusses climate resilience for agriculture,uae_cop28,adaptation,FALSE,0.7627,0.02,FALSE,concept_drift
414,how can smart grids improve clean energy integration focusing on attribution,climate_science,technology_innovation,FALSE,0.7609,0.02,FALSE,concept_drift
415,which source explains what technologies support carbon capture and storage,climate_science,technology_innovation,FALSE,0.759,0.02,FALSE,concept_drift
416,show COP28 evidence about loss and damage finance in the evidence graph,adaptation,uae_cop28,FALSE,0.7572,0.02,FALSE,concept_drift
417,which AI methods are used in climate forecasting papers focusing on temperature,climate_science,technology_innovation,FALSE,0.7554,0.02,FALSE,concept_drift
418,what were the major climate outcomes from COP28 in the UAE using reliable citations,adaptation,uae_cop28,FALSE,0.7536,0.02,FALSE,concept_drift
419,which papers explain global temperature anomalies focusing on satellite,technology_innovation,climate_science,FALSE,0.7518,0.02,FALSE,concept_drift
420,how does drought planning reduce climate risk focusing on COP28,uae_cop28,adaptation,FALSE,0.75,0.02,FALSE,concept_drift
421,what does the dataset say about what technologies support carbon capture and storage,climate_science,technology_innovation,FALSE,0.7482,0.02,FALSE,concept_drift
422,which UAE initiatives were discussed in the COP28 documents focusing on heat stress,adaptation,uae_cop28,FALSE,0.7464,0.02,FALSE,concept_drift
423,answer using citations about how can smart grids improve clean energy integration,climate_science,technology_innovation,FALSE,0.7447,0.02,FALSE,concept_drift
424,how can smart grids improve clean energy integration using reliable citations,climate_science,technology_innovation,FALSE,0.7429,0.02,FALSE,concept_drift
425,which AI methods are used in climate forecasting papers using reliable citations,climate_science,technology_innovation,FALSE,0.7412,0.02,FALSE,concept_drift
426,what evidence discusses climate resilience for agriculture focusing on global stocktake,uae_cop28,adaptation,FALSE,0.7394,0.02,FALSE,concept_drift
427,answer using citations about which AI methods are used in climate forecasting papers,climate_science,technology_innovation,FALSE,0.7377,0.02,FALSE,concept_drift
428,how can smart grids improve clean energy integration focusing on temperature,climate_science,technology_innovation,FALSE,0.736,0.02,FALSE,concept_drift
429,what evidence discusses carbon market governance for the project report,mitigation,policy_governance,FALSE,0.7343,0.02,FALSE,concept_drift
430,how can smart grids improve clean energy integration for the project report,climate_science,technology_innovation,FALSE,0.7326,0.02,FALSE,concept_drift
431,find evidence on how do NDCs guide climate policy implementation,mitigation,policy_governance,FALSE,0.7309,0.02,FALSE,concept_drift
432,how does drought planning reduce climate risk from the climate PDFs,uae_cop28,adaptation,FALSE,0.7292,0.02,FALSE,concept_drift
433,answer using citations about explain the science behind climate feedback loops,technology_innovation,climate_science,FALSE,0.7275,0.02,FALSE,concept_drift
434,show findings about ocean warming and ice melt focusing on green hydrogen,technology_innovation,technology_innovation,TRUE,0.7281,0.04,FALSE,concept_drift
435,which source explains which adaptation measures protect coastal communities,uae_cop28,adaptation,FALSE,0.7264,0.04,FALSE,concept_drift
436,find evidence on which documents discuss net zero mitigation pathways,policy_governance,mitigation,FALSE,0.7248,0.04,FALSE,concept_drift
437,which documents discuss net zero mitigation pathways focusing on accountability,policy_governance,mitigation,FALSE,0.7231,0.04,FALSE,concept_drift
438,what governance mechanisms support national climate plans focusing on decarbonization,mitigation,policy_governance,FALSE,0.7215,0.04,FALSE,concept_drift
439,summarize documents about what role does machine learning play in climate analysis,climate_science,technology_innovation,FALSE,0.7198,0.04,FALSE,concept_drift
440,carbon market regulation and policy implementation evidence focusing on accountability,policy_governance,policy_governance,TRUE,0.7205,0.06,FALSE,stable_post_drift
441,governance evidence for implementing COP28 climate commitments from the climate PDFs,policy_governance,uae_cop28,FALSE,0.7188,0.06,FALSE,stable_post_drift
442,which source explains loss and damage adaptation support for coastal climate risk,adaptation,uae_cop28,FALSE,0.7172,0.06,FALSE,stable_post_drift
443,carbon market regulation and policy implementation evidence with source support,policy_governance,policy_governance,TRUE,0.7178,0.08,FALSE,stable_post_drift
444,climate finance governance and transparent reporting evidence focusing on finance,policy_governance,policy_governance,TRUE,0.7185,0.1,FALSE,stable_post_drift
445,climate science basis for extreme event attribution from the climate PDFs,climate_science,climate_science,TRUE,0.7191,0.12,FALSE,stable_post_drift
446,observed sea level rise evidence from climate indicators in the evidence graph,climate_science,climate_science,TRUE,0.7197,0.14,FALSE,stable_post_drift
447,find evidence on satellite and machine learning tools for climate evidence extraction,technology_innovation,technology_innovation,TRUE,0.7204,0.14,FALSE,stable_post_drift
448,climate finance governance and transparent reporting evidence focusing on finance,policy_governance,policy_governance,TRUE,0.721,0.16,FALSE,stable_post_drift
449,summarize documents about climate resilience planning after extreme weather events,adaptation,adaptation,TRUE,0.7216,0.18,FALSE,stable_post_drift
450,retrieve climate evidence for carbon capture technology evidence after COP28 transition goals,technology_innovation,uae_cop28,FALSE,0.72,0.18,FALSE,stable_post_drift
451,loss and damage adaptation support for coastal climate risk using reliable citations,adaptation,uae_cop28,FALSE,0.7184,0.18,FALSE,stable_post_drift
452,satellite and machine learning tools for climate evidence extraction using reliable citations,technology_innovation,technology_innovation,TRUE,0.719,0.2,FALSE,stable_post_drift
453,climate finance governance and transparent reporting evidence focusing on accountability,policy_governance,policy_governance,TRUE,0.7196,0.22,FALSE,stable_post_drift
454,new climate model evidence for attribution and warming trends for the project report,climate_science,climate_science,TRUE,0.7203,0.24,FALSE,stable_post_drift
455,answer using citations about UAE consensus evidence on energy transition and global stocktake,uae_cop28,uae_cop28,TRUE,0.7209,0.26,FALSE,stable_post_drift
456,COP28 UAE renewable energy and climate finance outcomes from the climate PDFs,uae_cop28,uae_cop28,TRUE,0.7215,0.28,FALSE,stable_post_drift
457,carbon market regulation and policy implementation evidence focusing on regulation,policy_governance,policy_governance,TRUE,0.7221,0.3,FALSE,stable_post_drift
458,what does the dataset say about post COP28 resilience planning for heat and water security,adaptation,adaptation,TRUE,0.7227,0.32,FALSE,stable_post_drift
459,carbon market regulation and policy implementation evidence using reliable citations,policy_governance,policy_governance,TRUE,0.7233,0.34,FALSE,stable_post_drift
460,UAE consensus evidence on energy transition and global stocktake using reliable citations,uae_cop28,uae_cop28,TRUE,0.7239,0.36,FALSE,stable_post_drift
461,summarize documents about climate science basis for extreme event attribution,climate_science,climate_science,TRUE,0.7245,0.38,FALSE,stable_post_drift
462,climate finance governance and transparent reporting evidence for the project report,policy_governance,policy_governance,TRUE,0.7251,0.4,FALSE,stable_post_drift
463,summarize documents about satellite and machine learning tools for climate evidence extraction,technology_innovation,technology_innovation,TRUE,0.7257,0.42,FALSE,stable_post_drift
464,observed sea level rise evidence from climate indicators focusing on temperature,climate_science,climate_science,TRUE,0.7263,0.44,FALSE,stable_post_drift
465,Dubai COP28 agreement evidence for transition away from fossil fuels in the evidence graph,uae_cop28,uae_cop28,TRUE,0.7269,0.46,FALSE,stable_post_drift
466,retrieve climate evidence for observed sea level rise evidence from climate indicators,climate_science,climate_science,TRUE,0.7275,0.48,FALSE,stable_post_drift
467,carbon capture technology evidence after COP28 transition goals focusing on carbon capture,technology_innovation,technology_innovation,TRUE,0.7281,0.5,FALSE,stable_post_drift
468,answer using citations about COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,TRUE,0.7286,0.52,FALSE,stable_post_drift
469,sectoral emissions reduction pathway linked to climate policy focusing on net zero,mitigation,mitigation,TRUE,0.7292,0.54,FALSE,stable_post_drift
470,retrieve climate evidence for loss and damage adaptation support for coastal climate risk,adaptation,adaptation,TRUE,0.7298,0.56,FALSE,stable_post_drift
471,retrieve climate evidence for green hydrogen innovation for industrial decarbonization,technology_innovation,technology_innovation,TRUE,0.7304,0.58,FALSE,stable_post_drift
472,what does the dataset say about adaptation finance evidence for vulnerable communities,adaptation,adaptation,TRUE,0.7309,0.6,FALSE,stable_post_drift
473,retrieve climate evidence for AI enabled climate monitoring and early warning innovation,technology_innovation,technology_innovation,TRUE,0.7315,0.62,TRUE,stable_post_drift
474,COP28 UAE renewable energy and climate finance outcomes in the evidence graph,uae_cop28,uae_cop28,TRUE,0.7321,0.64,FALSE,stable_post_drift
475,answer using citations about policy accountability for national climate targets and NDCs,policy_governance,policy_governance,TRUE,0.7326,0.66,FALSE,stable_post_drift
476,policy aligned emissions cuts and fossil fuel phase down evidence for the project report,mitigation,policy_governance,FALSE,0.7311,0.66,FALSE,stable_post_drift
477,UAE consensus evidence on energy transition and global stocktake from the climate PDFs,uae_cop28,uae_cop28,TRUE,0.7317,0.68,FALSE,stable_post_drift
478,UAE consensus evidence on energy transition and global stocktake focusing on loss and damage,uae_cop28,uae_cop28,TRUE,0.7322,0.7,FALSE,stable_post_drift
479,retrieve climate evidence for loss and damage adaptation support for coastal climate risk,adaptation,adaptation,TRUE,0.7328,0.72,FALSE,stable_post_drift
480,satellite and machine learning tools for climate evidence extraction for the project report,technology_innovation,technology_innovation,TRUE,0.7333,0.74,FALSE,stable_post_drift
481,carbon market regulation and policy implementation evidence focusing on regulation,policy_governance,policy_governance,TRUE,0.7339,0.76,FALSE,stable_post_drift
482,answer using citations about policy accountability for national climate targets and NDCs,policy_governance,policy_governance,TRUE,0.7344,0.78,FALSE,stable_post_drift
483,what does the dataset say about climate finance governance and transparent reporting evidence,policy_governance,policy_governance,TRUE,0.735,0.8,FALSE,stable_post_drift
484,COP28 UAE renewable energy and climate finance outcomes for the project report,uae_cop28,uae_cop28,TRUE,0.7355,0.8,FALSE,stable_post_drift
485,answer using citations about UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,TRUE,0.7361,0.82,FALSE,stable_post_drift
486,summarize documents about mitigation route for national carbon budget after global stocktake,mitigation,policy_governance,FALSE,0.7346,0.82,FALSE,stable_post_drift
487,sectoral emissions reduction pathway linked to climate policy for the GraphRAG agent,mitigation,mitigation,TRUE,0.7351,0.84,FALSE,stable_post_drift
488,what does the dataset say about Dubai COP28 agreement evidence for transition away from fossil fuels,uae_cop28,uae_cop28,TRUE,0.7357,0.86,FALSE,stable_post_drift
489,AI enabled climate monitoring and early warning innovation from the climate PDFs,technology_innovation,technology_innovation,TRUE,0.7362,0.88,FALSE,stable_post_drift
490,climate finance governance and transparent reporting evidence for the GraphRAG agent,policy_governance,policy_governance,TRUE,0.7367,0.88,FALSE,stable_post_drift
491,scientific assessment of temperature overshoot and feedbacks focusing on temperature,climate_science,climate_science,TRUE,0.7373,0.9,FALSE,stable_post_drift
492,carbon market regulation and policy implementation evidence using reliable citations,policy_governance,policy_governance,TRUE,0.7378,0.92,FALSE,stable_post_drift
493,COP28 UAE renewable energy and climate finance outcomes using reliable citations,uae_cop28,uae_cop28,TRUE,0.7383,0.92,FALSE,stable_post_drift
494,UAE consensus evidence on energy transition and global stocktake for the GraphRAG agent,uae_cop28,uae_cop28,TRUE,0.7389,0.92,FALSE,stable_post_drift
495,policy aligned emissions cuts and fossil fuel phase down evidence focusing on emissions,mitigation,mitigation,TRUE,0.7394,0.92,FALSE,stable_post_drift
496,retrieve climate evidence for COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,TRUE,0.7399,0.92,FALSE,stable_post_drift
497,retrieve climate evidence for policy accountability for national climate targets and NDCs,policy_governance,policy_governance,TRUE,0.7404,0.92,FALSE,stable_post_drift
498,which source explains governance evidence for implementing COP28 climate commitments,policy_governance,policy_governance,TRUE,0.741,0.92,FALSE,stable_post_drift
499,governance evidence for implementing COP28 climate commitments for the GraphRAG agent,policy_governance,policy_governance,TRUE,0.7415,0.92,FALSE,stable_post_drift
500,carbon capture technology evidence after COP28 transition goals focusing on green hydrogen,technology_innovation,technology_innovation,TRUE,0.742,0.94,FALSE,stable_post_drift
501,AI enabled climate monitoring and early warning innovation for the project report,technology_innovation,technology_innovation,TRUE,0.7425,0.96,FALSE,stable_post_drift
502,policy aligned emissions cuts and fossil fuel phase down evidence focusing on emissions,mitigation,mitigation,TRUE,0.743,0.96,FALSE,stable_post_drift
503,summarize documents about climate finance governance and transparent reporting evidence,policy_governance,policy_governance,TRUE,0.7435,0.96,FALSE,stable_post_drift
504,carbon capture technology evidence after COP28 transition goals focusing on green hydrogen,technology_innovation,technology_innovation,TRUE,0.744,0.96,FALSE,stable_post_drift
505,answer using citations about carbon market regulation and policy implementation evidence,policy_governance,policy_governance,TRUE,0.7446,0.96,FALSE,stable_post_drift
506,retrieve climate evidence for COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,TRUE,0.7451,0.96,FALSE,stable_post_drift
507,policy accountability for national climate targets and NDCs focusing on regulation,policy_governance,policy_governance,TRUE,0.7456,0.96,FALSE,stable_post_drift
508,satellite and machine learning tools for climate evidence extraction using reliable citations,technology_innovation,technology_innovation,TRUE,0.7461,0.96,FALSE,stable_post_drift
509,what does the dataset say about carbon market regulation and policy implementation evidence,policy_governance,policy_governance,TRUE,0.7466,0.96,FALSE,stable_post_drift
510,answer using citations about adaptation finance evidence for vulnerable communities,adaptation,uae_cop28,FALSE,0.7451,0.94,FALSE,stable_post_drift
511,find evidence on governance evidence for implementing COP28 climate commitments,policy_governance,policy_governance,TRUE,0.7456,0.94,FALSE,stable_post_drift
512,find evidence on carbon market regulation and policy implementation evidence,policy_governance,policy_governance,TRUE,0.7461,0.94,FALSE,stable_post_drift
513,policy accountability for national climate targets and NDCs focusing on regulation,policy_governance,policy_governance,TRUE,0.7466,0.94,FALSE,stable_post_drift
514,answer using citations about green hydrogen innovation for industrial decarbonization,technology_innovation,technology_innovation,TRUE,0.7471,0.94,FALSE,stable_post_drift
515,summarize documents about climate finance governance and transparent reporting evidence,policy_governance,policy_governance,TRUE,0.7476,0.94,FALSE,stable_post_drift
516,find evidence on COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,TRUE,0.7481,0.94,FALSE,stable_post_drift
517,policy accountability for national climate targets and NDCs with source support,policy_governance,policy_governance,TRUE,0.7485,0.94,FALSE,stable_post_drift
518,UAE hosted COP28 documents on loss and damage and adaptation finance in the evidence graph,uae_cop28,uae_cop28,TRUE,0.749,0.94,FALSE,stable_post_drift
519,climate resilience planning after extreme weather events focusing on flood risk,adaptation,adaptation,TRUE,0.7495,0.94,FALSE,stable_post_drift
520,policy accountability for national climate targets and NDCs focusing on finance,policy_governance,policy_governance,TRUE,0.75,0.94,FALSE,stable_post_drift
521,climate resilience planning after extreme weather events in the evidence graph,adaptation,adaptation,TRUE,0.7505,0.94,FALSE,stable_post_drift
522,summarize documents about policy accountability for national climate targets and NDCs,policy_governance,policy_governance,TRUE,0.751,0.94,FALSE,stable_post_drift
523,new climate model evidence for attribution and warming trends focusing on attribution,climate_science,climate_science,TRUE,0.7514,0.94,FALSE,stable_post_drift
524,answer using citations about mitigation route for national carbon budget after global stocktake,mitigation,mitigation,TRUE,0.7519,0.94,FALSE,stable_post_drift
525,retrieve climate evidence for AI enabled climate monitoring and early warning innovation,technology_innovation,technology_innovation,TRUE,0.7524,0.94,FALSE,stable_post_drift
526,what does the dataset say about green hydrogen innovation for industrial decarbonization,technology_innovation,technology_innovation,TRUE,0.7529,0.96,FALSE,stable_post_drift
527,new climate model evidence for attribution and warming trends focusing on temperature,climate_science,climate_science,TRUE,0.7533,0.96,FALSE,stable_post_drift
528,UAE consensus evidence on energy transition and global stocktake focusing on loss and damage,uae_cop28,uae_cop28,TRUE,0.7538,0.96,FALSE,stable_post_drift
529,green hydrogen innovation for industrial decarbonization focusing on carbon capture,technology_innovation,technology_innovation,TRUE,0.7543,0.96,FALSE,stable_post_drift
530,climate finance governance and transparent reporting evidence for the project report,policy_governance,policy_governance,TRUE,0.7547,0.96,FALSE,stable_post_drift
531,observed sea level rise evidence from climate indicators in the evidence graph,climate_science,climate_science,TRUE,0.7552,0.96,FALSE,stable_post_drift
532,carbon market regulation and policy implementation evidence focusing on finance,policy_governance,policy_governance,TRUE,0.7556,0.96,FALSE,stable_post_drift
533,climate science basis for extreme event attribution from the climate PDFs,climate_science,climate_science,TRUE,0.7561,0.96,FALSE,stable_post_drift
534,AI enabled climate monitoring and early warning innovation using reliable citations,technology_innovation,technology_innovation,TRUE,0.7566,0.96,FALSE,stable_post_drift
535,what does the dataset say about carbon market regulation and policy implementation evidence,policy_governance,policy_governance,TRUE,0.757,0.96,FALSE,stable_post_drift
536,adaptation finance evidence for vulnerable communities for the project report,adaptation,adaptation,TRUE,0.7575,0.98,FALSE,stable_post_drift
537,climate science basis for extreme event attribution for the project report,climate_science,climate_science,TRUE,0.7579,0.98,FALSE,stable_post_drift
538,COP28 UAE renewable energy and climate finance outcomes focusing on UAE consensus,uae_cop28,uae_cop28,TRUE,0.7584,0.98,FALSE,stable_post_drift
539,governance evidence for implementing COP28 climate commitments focusing on NDC,policy_governance,policy_governance,TRUE,0.7588,0.98,FALSE,stable_post_drift
540,policy aligned emissions cuts and fossil fuel phase down evidence for the project report,mitigation,mitigation,TRUE,0.7593,0.98,FALSE,stable_post_drift
541,which source explains adaptation finance evidence for vulnerable communities,adaptation,adaptation,TRUE,0.7597,0.98,FALSE,stable_post_drift
542,retrieve climate evidence for climate science basis for extreme event attribution,climate_science,climate_science,TRUE,0.7601,0.98,FALSE,stable_post_drift
543,governance evidence for implementing COP28 climate commitments for the GraphRAG agent,policy_governance,policy_governance,TRUE,0.7606,0.98,FALSE,stable_post_drift
544,climate finance governance and transparent reporting evidence for the project report,policy_governance,policy_governance,TRUE,0.761,0.98,FALSE,stable_post_drift
545,green hydrogen innovation for industrial decarbonization focusing on AI,technology_innovation,technology_innovation,TRUE,0.7615,0.98,FALSE,stable_post_drift
546,policy accountability for national climate targets and NDCs for the GraphRAG agent,policy_governance,policy_governance,TRUE,0.7619,0.98,FALSE,stable_post_drift
547,which source explains Dubai COP28 agreement evidence for transition away from fossil fuels,uae_cop28,uae_cop28,TRUE,0.7623,0.98,FALSE,stable_post_drift
548,find evidence on policy accountability for national climate targets and NDCs,policy_governance,policy_governance,TRUE,0.7628,0.98,FALSE,stable_post_drift
549,AI enabled climate monitoring and early warning innovation in the evidence graph,technology_innovation,technology_innovation,TRUE,0.7632,0.98,FALSE,stable_post_drift
550,governance evidence for implementing COP28 climate commitments focusing on NDC,policy_governance,policy_governance,TRUE,0.7636,0.98,FALSE,stable_post_drift
551,sectoral emissions reduction pathway linked to climate policy with source support,mitigation,mitigation,TRUE,0.7641,0.98,FALSE,stable_post_drift
552,answer using citations about UAE consensus evidence on energy transition and global stocktake,uae_cop28,uae_cop28,TRUE,0.7645,0.98,FALSE,stable_post_drift
553,find evidence on UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,TRUE,0.7649,0.98,FALSE,stable_post_drift
554,what does the dataset say about satellite and machine learning tools for climate evidence extraction,technology_innovation,technology_innovation,TRUE,0.7653,0.98,FALSE,stable_post_drift
555,mitigation route for national carbon budget after global stocktake focusing on decarbonization,mitigation,mitigation,TRUE,0.7658,0.98,FALSE,stable_post_drift
556,retrieve climate evidence for carbon capture technology evidence after COP28 transition goals,technology_innovation,technology_innovation,TRUE,0.7662,0.98,FALSE,stable_post_drift
557,climate resilience planning after extreme weather events for the project report,adaptation,adaptation,TRUE,0.7666,0.98,FALSE,stable_post_drift
558,which source explains post COP28 resilience planning for heat and water security,adaptation,adaptation,TRUE,0.767,0.98,FALSE,stable_post_drift
559,post COP28 resilience planning for heat and water security using reliable citations,adaptation,adaptation,TRUE,0.7674,0.98,FALSE,stable_post_drift
560,what does the dataset say about UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,TRUE,0.7679,1,FALSE,stable_post_drift
561,retrieve climate evidence for UAE hosted COP28 documents on loss and damage and adaptation finance,uae_cop28,uae_cop28,TRUE,0.7683,1,FALSE,stable_post_drift
562,UAE hosted COP28 documents on loss and damage and adaptation finance for the project report,uae_cop28,uae_cop28,TRUE,0.7687,1,FALSE,stable_post_drift
563,climate finance governance and transparent reporting evidence focusing on regulation,policy_governance,policy_governance,TRUE,0.7691,1,FALSE,stable_post_drift
564,mitigation route for national carbon budget after global stocktake focusing on renewables,mitigation,mitigation,TRUE,0.7695,1,FALSE,stable_post_drift
565,carbon capture technology evidence after COP28 transition goals with source support,technology_innovation,technology_innovation,TRUE,0.7699,1,FALSE,stable_post_drift
566,renewable target evidence for reducing fossil fuel reliance for the GraphRAG agent,mitigation,mitigation,TRUE,0.7703,1,FALSE,stable_post_drift
567,policy aligned emissions cuts and fossil fuel phase down evidence using reliable citations,mitigation,mitigation,TRUE,0.7707,1,FALSE,stable_post_drift
568,what does the dataset say about carbon market regulation and policy implementation evidence,policy_governance,policy_governance,TRUE,0.7711,1,FALSE,stable_post_drift
569,which source explains climate finance governance and transparent reporting evidence,policy_governance,policy_governance,TRUE,0.7715,1,FALSE,stable_post_drift
570,governance evidence for implementing COP28 climate commitments from the climate PDFs,policy_governance,policy_governance,TRUE,0.7719,1,FALSE,stable_post_drift
571,what does the dataset say about green hydrogen innovation for industrial decarbonization,technology_innovation,technology_innovation,TRUE,0.7723,1,FALSE,stable_post_drift
572,governance evidence for implementing COP28 climate commitments in the evidence graph,policy_governance,policy_governance,TRUE,0.7727,1,FALSE,stable_post_drift
573,summarize documents about new climate model evidence for attribution and warming trends,climate_science,climate_science,TRUE,0.7731,1,FALSE,stable_post_drift
574,carbon capture technology evidence after COP28 transition goals from the climate PDFs,technology_innovation,technology_innovation,TRUE,0.7735,1,FALSE,stable_post_drift
575,climate science basis for extreme event attribution focusing on sea level,climate_science,climate_science,TRUE,0.7739,1,FALSE,stable_post_drift
576,answer using citations about observed sea level rise evidence from climate indicators,climate_science,climate_science,TRUE,0.7743,1,FALSE,stable_post_drift
577,answer using citations about COP28 UAE renewable energy and climate finance outcomes,uae_cop28,uae_cop28,TRUE,0.7747,1,FALSE,stable_post_drift
578,loss and damage adaptation support for coastal climate risk focusing on flood risk,adaptation,adaptation,TRUE,0.7751,1,FALSE,stable_post_drift
579,Dubai COP28 agreement evidence for transition away from fossil fuels focusing on loss and damage,uae_cop28,uae_cop28,TRUE,0.7755,1,FALSE,stable_post_drift
580,which source explains Dubai COP28 agreement evidence for transition away from fossil fuels,uae_cop28,uae_cop28,TRUE,0.7759,1,FALSE,stable_post_drift
581,scientific assessment of temperature overshoot and feedbacks using reliable citations,climate_science,climate_science,TRUE,0.7762,1,FALSE,stable_post_drift
582,sectoral emissions reduction pathway linked to climate policy for the GraphRAG agent,mitigation,mitigation,TRUE,0.7766,1,FALSE,stable_post_drift
583,UAE consensus evidence on energy transition and global stocktake from the climate PDFs,uae_cop28,uae_cop28,TRUE,0.777,1,FALSE,stable_post_drift
584,green hydrogen innovation for industrial decarbonization for the project report,technology_innovation,technology_innovation,TRUE,0.7774,1,FALSE,stable_post_drift
585,carbon market regulation and policy implementation evidence using reliable citations,policy_governance,policy_governance,TRUE,0.7778,1,FALSE,stable_post_drift
586,carbon market regulation and policy implementation evidence for the GraphRAG agent,policy_governance,policy_governance,TRUE,0.7782,1,FALSE,stable_post_drift
587,AI enabled climate monitoring and early warning innovation focusing on AI,technology_innovation,technology_innovation,TRUE,0.7785,1,FALSE,stable_post_drift
588,satellite and machine learning tools for climate evidence extraction with source support,technology_innovation,technology_innovation,TRUE,0.7789,1,FALSE,stable_post_drift
589,carbon market regulation and policy implementation evidence focusing on finance,policy_governance,policy_governance,TRUE,0.7793,1,FALSE,stable_post_drift
590,retrieve climate evidence for governance evidence for implementing COP28 climate commitments,policy_governance,policy_governance,TRUE,0.7797,1,FALSE,stable_post_drift
591,green hydrogen innovation for industrial decarbonization in the evidence graph,technology_innovation,technology_innovation,TRUE,0.78,1,FALSE,stable_post_drift
592,green hydrogen innovation for industrial decarbonization focusing on green hydrogen,technology_innovation,technology_innovation,TRUE,0.7804,1,FALSE,stable_post_drift
593,climate finance governance and transparent reporting evidence focusing on accountability,policy_governance,policy_governance,TRUE,0.7808,1,FALSE,stable_post_drift
594,which source explains mitigation route for national carbon budget after global stocktake,mitigation,mitigation,TRUE,0.7811,1,FALSE,stable_post_drift
595,UAE hosted COP28 documents on loss and damage and adaptation finance in the evidence graph,uae_cop28,uae_cop28,TRUE,0.7815,1,FALSE,stable_post_drift
596,find evidence on carbon capture technology evidence after COP28 transition goals,technology_innovation,technology_innovation,TRUE,0.7819,1,FALSE,stable_post_drift
597,UAE consensus evidence on energy transition and global stocktake focusing on COP28,uae_cop28,uae_cop28,TRUE,0.7822,1,FALSE,stable_post_drift
598,green hydrogen innovation for industrial decarbonization using reliable citations,technology_innovation,technology_innovation,TRUE,0.7826,1,FALSE,stable_post_drift
599,which source explains climate resilience planning after extreme weather events,adaptation,adaptation,TRUE,0.783,1,FALSE,stable_post_drift
600,green hydrogen innovation for industrial decarbonization for the project report,technology_innovation,technology_innovation,TRUE,0.7833,1,FALSE,stable_post_drift
